7420203,"Sinh học ứng dụng","B00; A02; D08; B03",15,18,0,427,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620112,"Bảo vệ thực vật","D08; B00; A02; B04",15,18,0,427,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620211,"Quản lý tài nguyên rừng","D08; B00; A02; B04",15,18,0,427,"2022-04-15 13:45:53","2022-04-15 13:45:53"
51140201,"Giáo dục mầm non (Cao đẳng)","M00; M13; M07; M05",17,19,0,427,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310101,"Kinh tế","A00; B00; C14; D01",15,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; B00; C14; D01",16.5,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; B00; C14; D01",20,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Tài chính ngân hàng","A00; B00; C14; D01",17.3,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510301,"Công nghệ kỹ thuật điện, điện tử","A00; B00; C14; D01",15.5,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510201,"Công nghệ kỹ thuật cơ khí","A00; B00; C14; D01",18,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201,"Công nghệ thông tin","A00; B00; C14; D01",18,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7460112,"Toán ứng dụng","A00; B00; C14; D01",25.8,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101,Luật,"A00; C03; C14; D01",18.3,15,0,431,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720101,"Y khoa",B00,26.9,0,0,432,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720115,"Y học cổ truyền",B00,24.35,0,0,432,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720110,"Y học dự phòng",B00,22.1,0,0,432,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720201,"Dược học",A00,24.9,0,0,432,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720301,"Điều dưỡng",B00,24.2,0,0,432,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201,"Công nghệ thông tin","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480103,"Kỹ thuật phần mềm","A00; C01; C14; D01",18,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480101_T,"Trí tuệ nhân tạo và Dữ liệu lớn","A00; C01; C14; D01",18,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201_T,"An Toàn thông tin","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201_M,"Mạng máy tính và truyền thông dữ liệu","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201_H,"Hệ thống thông tin","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480101,"Khoa học máy tính","A00; C01; C14; D01",18,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520119,"Kỹ thuật Cơ điện tử thông minh và Robot","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510212,"Công nghệ ô tô và giao thông thông minh","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510301,"Công nghệ kỹ thuật điện, điện tử","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510302,"Công nghệ kỹ thuật điện tử - viễn thông","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510303,"Công nghệ kỹ thuật điều khiển và tự động hóa","A00; C01; C14; D01",18,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480108,"Công nghệ kỹ thuật máy tính","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520212,"Kỹ thuật y sinh","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310112,"Kinh tế số","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340122_TD,"Marketing số","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340122,"Thương mại điện tử","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340406,"Quản trị văn phòng","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340405,"Hệ thống thông tin quản lý","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210403,"Thiết kế đồ họa","A00; C01; C14; D01",18,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320104,"Truyền thông đa phương tiện","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320106,"Công nghệ truyền thông","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480103_KNU,"Kỹ thuật phần mềm (liên kết quốc tế)","A00; C01; C14; D01",19,20,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201_CLC,"Công nghệ thông tin (chất lượng cao)","A00; C01; C14; D01",19,20,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510302_JAP,"Công nghệ Kỹ thuật Điện tử - viễn thông (cho thị trường Nhật Bản)","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510212_JAP,"Công nghệ Ô tô và giao thông thông minh (cho thị trường Nhật Bản)","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510301_JAP,"Công nghệ Kỹ thuật Điện, Điện tử (Cho thị trường Nhật Bản)","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520119_JAP,"Kỹ thuật Cơ điện tử thông minh và Robot (cho thị trường Nhật Bản)","A00; C01; C14; D01",17,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510303_JAP,"Công nghệ Kỹ thuật điều khiển và tự động hóa (cho thị trường Nhật Bản)","A00; C01; C14; D01",18,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480108_JAP,"Công nghệ Kỹ thuật máy tính (cho thị trường Nhật Bản)","A00; C01; C14; D01",16,18,0,436,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D01; D07",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Tài chính ngân hàng","A00; A01; C01; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; A01; C01; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340403,"Quản lý công","A00; A01; C01; D01",17.5,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510605,"Logistics và quản lý chuỗi cung ứng","A00; A01; C01; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107,"Luật kinh tế","A00; C00; D01; D14",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310101,"Kinh tế","A00; A01; C04; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310104,"Kinh tế đầu tư","A00; A01; C04; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310105,"Kinh tế phát triển","A00; A01; C04; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115,Marketing,"A00; A01; C04; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Kinh doanh quốc tế","A00; A01; C04; D01",16.5,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị dịch vụ du lịch và lữ hành","A00; C00; C04; D01",16,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301-CLC,"Kế toán tổng hợp chất lượng cao","A00; A01; D01; D07",18.5,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201-CLC,"Tài chính chất lượng cao","A00; A01; C01; D01",20,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101-CLC,"Quản trị kinh doanh chất lượng cao","A00; A01; C01; D01",18.5,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103-CLC,"Quản trị du lịch và khách sạn chất lượng cao","A00; C00; C04; D01",18,0,0,437,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D01; D07",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201,"Tài chính ngân hàng","A00; A01; C01; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; A01; C01; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340403,"Quản lý công","A00; A01; C01; D01",17.5,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510605,"Logistics và quản lý chuỗi cung ứng","A00; A01; C01; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380107,"Luật kinh tế","A00; C00; D01; D14",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310101,"Kinh tế","A00; A01; C04; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310104,"Kinh tế đầu tư","A00; A01; C04; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310105,"Kinh tế phát triển","A00; A01; C04; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340115,Marketing,"A00; A01; C04; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Kinh doanh quốc tế","A00; A01; C04; D01",16.5,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị dịch vụ du lịch và lữ hành","A00; C00; C04; D01",16,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301-CLC,"Kế toán tổng hợp chất lượng cao","A00; A01; D01; D07",18.5,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340201-CLC,"Tài chính chất lượng cao","A00; A01; C01; D01",20,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101-CLC,"Quản trị kinh doanh chất lượng cao","A00; A01; C01; D01",18.5,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103-CLC,"Quản trị du lịch và khách sạn chất lượng cao","A00; C00; C04; D01",18,0,0,438,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7905218,"Kỹ thuật cơ khí-CTTT","A00; A01; D01; D07",18,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7905228,"Kỹ thuật điện - CTTT","A00; A01; D01; D07",18,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520216,"Kỹ thuật điều khiển và tự động hoá","A00; A01; D01; D07",19,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520114,"Kỹ thuật Cơ - điện tử","A00; A01; D01; D07",17,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480106,"Kỹ thuật máy tính","A00; A01; D01; D07",16,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520103,"Kỹ thuật cơ khí","A00; A01; D01; D07",16,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520116,"Kỹ thuật cơ khí động lực","A00; A01; D01; D07",16,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520201,"Kỹ thuật điện","A00; A01; D01; D07",16,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520207,"Kỹ thuật điện tử - Viễn thông","A00; A01; D01; D07",16,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7580201,"Kỹ thuật xây dựng","A00; A01; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520309,"Kỹ thuật vật liệu","A00; A01; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520320,"Kỹ thuật môi trường","A00; B00; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510205,"Công nghệ kỹ thuật ô tô","A00; A01; D01; D07",19,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510202,"Công nghệ chế tạo máy","A00; A01; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510301,"Công nghệ kỹ thuật điện, điện tử","A00; A01; D01; D07",16,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510604,"Kinh tế công nghiệp","A00; A01; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510601,"Quản lý công nghiệp","A00; A01; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngôn ngữ Anh","A00; A01; D01; D07",15,0,0,439,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340116,"Bất động sản","A00; A02; D10; C00",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Kinh doanh quốc tế","A00; B00; C02; A01",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7420201,"Công nghệ sinh học","B00; B02; B05; B04",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7440301,"Khoa học môi trường","D01; B00; A09; A07",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7904492,"Khoa học & Quản lý MT (CTTT)","A00; B00; A01; D10",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7640101,"Thú y","A00; B00; C02; D01",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620105,"Chăn nuôi thú y","A00; B00; C02; D01",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7540101,"Công nghệ thực phẩm","A00; B00; C04; D10",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7540106,"Đảm bảo CL và An toàn TP","A00; B00; D01; D07",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7549001,"Công nghệ chế biến lâm sản","A09; B03; B00",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620110,"Khoa học cây trồng","A00; B00; C02",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620112,"Bảo vệ thực vật","A00; B00; C02",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620101,"Nông nghiệp công nghệ cao","A00; B00; C02",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620205,"Lâm sinh","A00; B00; C02",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620211,"Quản lý tài nguyên rừng","A01; A14; B03; B00",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620115,"Kinh tế nông nghiệp","A00; B00; C02",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7620116,"Phát triển nông thôn","A00; B00; C02",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7905419,"Công nghệ thực phẩm (CTTT)","A00; B00; D08; D01",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7906425,"Kinh tế nông nghiệp (CTTT)","A00; B00; A01; D01",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850103,"Quản lý đất đai","A00; A01; D10; B00",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850101,"Quản lý tài nguyên & môi trường","C00; D14; B00; A01",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320205,"Quản lý thông tin","D01; D84; A07; C20",15,0,0,440,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; A01; D10; D01",15,0,0,441,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340120,"Kinh doanh quốc tế","A00; A01; D10; D01",15,0,0,441,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D10; D01",15,0,0,441,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850101,"Quản lý Tài nguyên và Môi trường","B00; B08; D10; D01",15,0,0,441,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140201,"Giáo dục Mầm non","C14; C19; C20",27.5,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140202,"Giáo dục Tiểu học",D01,23.75,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140205,"Giáo dục Chính trị","C00; C19; C20",25,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140206,"Giáo dục Thể chất","C14; C19; C20",24,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140209,"Sư phạm Toán học","A00; A01; D01",24,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140210,"Sư phạm Tin học","A00; A01; D01",19,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140211,"Sư phạm Vật Lý","A00; A01",19.5,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140212,"Sư phạm Hoá học","A00; D01; D07",20,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140213,"Sư phạm Sinh học","B00; B08",19,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140217,"Sư phạm Ngữ Văn","C00; D01; D14",24,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140218,"Sư phạm Lịch Sử","C00; C19; D14",24,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140219,"Sư phạm Địa Lý","C00; C04; D10",24,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140231,"Sư phạm Tiếng Anh","D01; D09; D10",24,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140247,"Sư phạm Khoa học tự nhiên","A00; B00",19,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310403,"Tâm lý học giáo dục","C00; C14; C20",15,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140101,"Giáo dục học","C00; C14; C20",15,0,0,442,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720101,"Y khoa","B00; D07; D08",26.2,29.71,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720501,"Răng - Hàm - Mặt","B00; D07; D08",26.25,29.72,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720201,"Dược học","B00; D07; A00",25.2,29.47,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720110,"Y học dự phòng","B00; D07; D08",21.8,27.52,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720301,"Điều dưỡng","B00; D07; D08",21.5,25.85,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720601,"Kỹ thuật xét nghiệm y học","B00; D07; D08",24.85,28.78,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720302,"Hộ sinh","B00; D07; D08",19.15,24.81,0,443,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7420201_CLC,"Kỹ thuật xét nghiệm Y - Sinh","B00; D07; D08",20,23,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101_CLC,"Dịch vụ pháp luật","D01; C00; C14; D84",16.5,21,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103_CLC,"Quản trị khách sạn và Resort","C00; D01; C20; D66",16.5,21,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7420201,"Công nghệ sinh học","A00; B00; D08; B04",18,21,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101,Luật,"D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340401,"Khoa học quản lý","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7440102,"Vật lý","A00; D01; C01; A01",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7440301,"Khoa học môi trường","A00; B00; D01; C14",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7460117,"Toán - Tin","A00; D84; D01; C14",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7510401,"Công nghệ kỹ thuật Hoá học","A00; A16; B00; C14",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7720203,"Hoá dược","A00; A16; B00; C14",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị dịch vụ du lịch và lữ hành","C00; D01; C20; D66",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810101,"Du lịch","C00; D01; C20; C04",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7850101,"Quản lý Tài nguyên và Môi trường","A00; B00; D01; C14",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngôn ngữ Anh","D01; D14; D15; D66",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7760101,"Công tác xã hội","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7229030,"Văn học","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7229010,"Lịch sử","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320101,"Báo chí","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7320201,"Thông tin - Thư viện","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310630,"Việt Nam học","D01; C00; C14; D84",15,18,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310614,"Hàn Quốc học","D01; C00; D02; D66",16.5,21,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7310612,"Trung Quốc học","D01; D04; C00; D66",16.5,21.5,0,444,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520103,"Kỹ thuật cơ khí","A00; A01; D01",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7520201,"Kỹ thuật điện","A00; A01; D01",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480201,"Công nghệ thông tin","A00; A01; D01",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7480102,"Mạng máy tính và truyền thông dữ liệu","A00; A01; D01",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340301,"Kế toán","A00; A01; D01",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7340101,"Quản trị kinh doanh","A00; A01; D01",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220201,"Ngôn ngữ Anh","D01; A01; D10; D14",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7220210,"Ngôn ngữ Hàn Quốc","A01; C00; D01; D14",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810101,"Du lịch","D01; A01; D10; D14",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101,"Luật học","D01; A01; D10; D14",15,0,0,445,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140221,"Sư phạm Âm nhạc",N00,18,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140222,"Sư phạm Mỹ thuật",H00,18,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7140201,"Giáo dục Mầm non","M01; M02; M03; M07",19,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210205,"Thanh nhạc",N00,15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210104,"Đồ hoạ",H00,15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7210404,"Thiết kế Thời trang",H00,15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7380101,Luật,"C15; D01; A16; C00",15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810201,"Quản trị Khách sạn","C15; D01; A16; C00",15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810103,"Quản trị Dịch vụ Du lịch và Lữ hành","C15; D01; A16; C00",15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7810101,"Du lịch","C15; D01; A16; C00",15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
7229042,"Quản lý văn hoá","C15; D01; A16; C00",15,0,0,456,"2022-04-15 13:45:53","2022-04-15 13:45:53"
